ProcessName , Mobile Device Vitals
StartReplayTime ,	2019-05-17 13:41:54
Limits			,-1		,-1		,-1 
Time  ,  Cpu (in %) ,  Memory (in KB) ,  Free Memory (in KB) 
2019-05-17 13:44:56 ,  0 ,  0 ,  0
2019-05-17 13:45:14 ,  0 ,  0 ,  0
2019-05-17 13:45:15 ,  0 ,  0 ,  0
2019-05-17 13:45:16 ,  0 ,  0 ,  0
2019-05-17 13:45:17 ,  0 ,  0 ,  0
2019-05-17 13:45:18 ,  0 ,  0 ,  0
2019-05-17 13:45:35 ,  0 ,  0 ,  0
2019-05-17 13:45:37 ,  0 ,  0 ,  0
2019-05-17 13:45:38 ,  0 ,  0 ,  0
2019-05-17 13:45:39 ,  0 ,  0 ,  0
2019-05-17 13:45:40 ,  0 ,  0 ,  0
2019-05-17 13:45:41 ,  0 ,  0 ,  0
2019-05-17 13:45:42 ,  0 ,  0 ,  0
2019-05-17 13:45:57 ,  0 ,  0 ,  0
2019-05-17 13:45:58 ,  0 ,  0 ,  0
2019-05-17 13:45:59 ,  0 ,  0 ,  0
2019-05-17 13:46:00 ,  0 ,  0 ,  0
2019-05-17 13:46:01 ,  0 ,  0 ,  0
2019-05-17 13:46:02 ,  0 ,  0 ,  0
2019-05-17 13:46:18 ,  0 ,  0 ,  0
2019-05-17 13:46:19 ,  0 ,  0 ,  0
2019-05-17 13:46:20 ,  0 ,  0 ,  0
2019-05-17 13:46:21 ,  0 ,  0 ,  0
2019-05-17 13:46:22 ,  0 ,  0 ,  0
2019-05-17 13:46:39 ,  0 ,  0 ,  0
2019-05-17 13:46:40 ,  0 ,  0 ,  0
2019-05-17 13:46:41 ,  0 ,  0 ,  0
2019-05-17 13:46:42 ,  0 ,  0 ,  0
2019-05-17 13:46:43 ,  0 ,  0 ,  0
2019-05-17 13:46:44 ,  0 ,  0 ,  0
2019-05-17 13:46:45 ,  0 ,  0 ,  0
2019-05-17 13:46:46 ,  0 ,  0 ,  0
2019-05-17 13:46:47 ,  0 ,  0 ,  0
2019-05-17 13:46:48 ,  0 ,  0 ,  0
2019-05-17 13:46:49 ,  0 ,  0 ,  0
2019-05-17 13:47:01 ,  0 ,  0 ,  0
2019-05-17 13:47:02 ,  0 ,  0 ,  0
2019-05-17 13:47:03 ,  0 ,  0 ,  0
2019-05-17 13:47:04 ,  0 ,  0 ,  0
2019-05-17 13:47:05 ,  0 ,  0 ,  0
2019-05-17 13:47:22 ,  0 ,  0 ,  0
2019-05-17 13:47:23 ,  0 ,  0 ,  0
2019-05-17 13:47:24 ,  0 ,  0 ,  0
2019-05-17 13:47:25 ,  0 ,  0 ,  0
2019-05-17 13:47:26 ,  0 ,  0 ,  0
2019-05-17 13:47:27 ,  0 ,  0 ,  0
2019-05-17 13:47:28 ,  0 ,  0 ,  0
2019-05-17 13:47:29 ,  0 ,  0 ,  0
2019-05-17 13:47:30 ,  0 ,  0 ,  0
2019-05-17 13:47:31 ,  0 ,  0 ,  0
2019-05-17 13:47:43 ,  0 ,  0 ,  0
2019-05-17 13:47:44 ,  0 ,  0 ,  0
2019-05-17 13:47:45 ,  0 ,  0 ,  0
2019-05-17 13:48:05 ,  0 ,  0 ,  0
2019-05-17 13:48:06 ,  0 ,  0 ,  0
2019-05-17 13:48:26 ,  0 ,  0 ,  0
2019-05-17 13:48:27 ,  0 ,  0 ,  0
2019-05-17 13:48:28 ,  0 ,  0 ,  0
2019-05-17 13:48:29 ,  0 ,  0 ,  0
2019-05-17 13:48:30 ,  0 ,  0 ,  0
2019-05-17 13:48:47 ,  0 ,  0 ,  0
2019-05-17 13:48:49 ,  0 ,  0 ,  0
2019-05-17 13:48:50 ,  0 ,  0 ,  0
2019-05-17 13:49:09 ,  0 ,  0 ,  0
2019-05-17 13:49:10 ,  0 ,  0 ,  0
2019-05-17 13:49:11 ,  0 ,  0 ,  0
2019-05-17 13:49:12 ,  0 ,  0 ,  0
2019-05-17 13:49:13 ,  0 ,  0 ,  0
2019-05-17 13:49:30 ,  0 ,  0 ,  0
2019-05-17 13:49:31 ,  0 ,  0 ,  0
2019-05-17 13:49:52 ,  0 ,  0 ,  0
2019-05-17 13:49:53 ,  0 ,  0 ,  0
2019-05-17 13:50:13 ,  0 ,  0 ,  0
2019-05-17 13:50:14 ,  0 ,  0 ,  0
2019-05-17 13:50:55 ,  0 ,  0 ,  0
