ProcessName , Mobile Device Vitals
StartReplayTime ,	2019-05-17 13:41:54
Limits			,-1		,-1		,-1 
Time  ,  Cpu (in %) ,  Memory (in KB) ,  Free Memory (in KB) 
2019-05-17 13:41:54   ,  0 ,  0 ,  0 
2019-05-17 13:41:55 ,  0 ,  0 ,  0
2019-05-17 13:42:00 ,  0 ,  0 ,  0
2019-05-17 13:42:02 ,  0 ,  0 ,  0
2019-05-17 13:42:03 ,  0 ,  0 ,  0
2019-05-17 13:42:04 ,  0 ,  0 ,  0
2019-05-17 13:42:05 ,  0 ,  0 ,  0
2019-05-17 13:42:06 ,  0 ,  0 ,  0
2019-05-17 13:42:07 ,  0 ,  0 ,  0
2019-05-17 13:42:08 ,  0 ,  0 ,  0
2019-05-17 13:42:09 ,  0 ,  0 ,  0
2019-05-17 13:42:10 ,  0 ,  0 ,  0
2019-05-17 13:42:11 ,  0 ,  0 ,  0
2019-05-17 13:42:12 ,  0 ,  0 ,  0
2019-05-17 13:42:13 ,  0 ,  0 ,  0
2019-05-17 13:42:14 ,  0 ,  0 ,  0
2019-05-17 13:42:36 ,  0 ,  0 ,  0
2019-05-17 13:42:38 ,  0 ,  0 ,  0
2019-05-17 13:42:40 ,  0 ,  0 ,  0
2019-05-17 13:42:41 ,  0 ,  0 ,  0
2019-05-17 13:43:03 ,  0 ,  0 ,  0
2019-05-17 13:43:25 ,  0 ,  0 ,  0
2019-05-17 13:43:49 ,  0 ,  0 ,  0
2019-05-17 13:44:10 ,  0 ,  0 ,  0
2019-05-17 13:44:11 ,  0 ,  0 ,  0
2019-05-17 13:44:12 ,  0 ,  0 ,  0
2019-05-17 13:44:32 ,  0 ,  0 ,  0
2019-05-17 13:44:33 ,  0 ,  0 ,  0
2019-05-17 13:44:34 ,  0 ,  0 ,  0
2019-05-17 13:44:35 ,  0 ,  0 ,  0
2019-05-17 13:44:36 ,  0 ,  0 ,  0
2019-05-17 13:44:37 ,  0 ,  0 ,  0
2019-05-17 13:44:38 ,  0 ,  0 ,  0
2019-05-17 13:44:39 ,  0 ,  0 ,  0
2019-05-17 13:44:40 ,  0 ,  0 ,  0
2019-05-17 13:44:53 ,  0 ,  0 ,  0
2019-05-17 13:44:54 ,  0 ,  0 ,  0
2019-05-17 13:44:55 ,  0 ,  0 ,  0
